scenario,method,path_cost,path_len,constraint_rate,planning_ms,plan_ms,init_ms,infer_ms,smooth_ms,sim_ms,total_ms,timing_info,timing_info_json,cold_start,warm_start,warmup_excluded,parsed_edges,parsed_edge_ratio,signal_edges,signal_ratio,default_edges,coverage,time_s,sumo_time,total_edges,status,parse_failed,fallback_status
场景C 多路段复合拥堵,Dijkstra,8.0,8,0.0,0.08,0.08,0.0,0.0,0.0,2010.59,2010.68,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 2010.68, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 2010.68, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,0.0,649.8,96,ok,False,ok
场景C 多路段复合拥堵,Rule-A*,17.2,8,28.6,0.08,0.08,0.0,0.0,0.0,1968.76,1968.84,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1968.84, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1968.84, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,544.6,96,ok,False,ok
场景C 多路段复合拥堵,DQN,10.0,4,28.6,0.08,0.08,0.0,0.0,0.0,1750.51,1750.58,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1750.58, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1750.58, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,268.2,96,ok,False,ok
场景C 多路段复合拥堵,GCN-Weight,14.75,8,28.6,0.08,0.08,0.0,0.0,0.0,1898.48,1898.56,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1898.56, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1898.56, ""cold_start"": false}",False,True,True,96,100.0,70,72.9,26,72.9,0.0,533.6,96,ok,False,ok
场景C 多路段复合拥堵,Raw-Qwen,16.0,8,0.0,0.08,0.08,0.0,7213.42,0.0,1924.58,9138.09,"{'init_ms': 0.0, 'infer_ms': 7213.42, 'smooth_ms': 0.0, 'total_ms': 9138.09, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 7213.42, ""smooth_ms"": 0.0, ""total_ms"": 9138.09, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,7.21,649.8,96,ok,False,ok
场景C 多路段复合拥堵,CoT-Qwen,16.0,8,0.0,0.08,0.08,0.0,8484.11,0.0,1966.82,10451.01,"{'init_ms': 0.0, 'infer_ms': 8484.11, 'smooth_ms': 0.0, 'total_ms': 10451.01, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 8484.11, ""smooth_ms"": 0.0, ""total_ms"": 10451.01, ""cold_start"": false}",False,True,True,3,3.1,3,3.1,93,3.1,8.48,588.7,96,ok,False,ok
场景C 多路段复合拥堵,Qwen-LoRA★,16.0,8,0.0,0.08,0.08,0.0,11998.56,0.0,1902.75,13901.4,"{'init_ms': 0.0, 'infer_ms': 11998.56, 'smooth_ms': 0.0, 'total_ms': 13901.4, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 11998.56, ""smooth_ms"": 0.0, ""total_ms"": 13901.4, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,12.0,649.8,96,parse_failed_default_2.0,True,parse_failed_default_2.0
场景C 多路段复合拥堵,LoRA+GAT★★,16.16,8,0.0,0.09,0.09,0.0,11963.72,0.0,1894.75,13858.55,"{'init_ms': 0.0, 'infer_ms': 11963.72, 'smooth_ms': 0.0, 'total_ms': 13858.55, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 11963.72, ""smooth_ms"": 0.0, ""total_ms"": 13858.55, ""cold_start"": false}",False,True,True,0,0.0,40,41.7,56,41.7,11.96,544.6,96,parse_failed_default_2.0,True,parse_failed_default_2.0
场景C 多路段复合拥堵,R1-Raw,21.5,8,0.0,0.08,0.08,0.0,14116.27,0.0,1983.51,16099.86,"{'init_ms': 0.0, 'infer_ms': 14116.27, 'smooth_ms': 0.0, 'total_ms': 16099.86, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 14116.27, ""smooth_ms"": 0.0, ""total_ms"": 16099.86, ""cold_start"": false}",False,True,True,20,20.8,19,19.8,77,19.8,14.12,649.8,96,ok,False,ok
场景C 多路段复合拥堵,R1-LoRA★,5.4,8,0.0,0.08,0.08,0.0,26125.63,0.0,1866.81,27992.52,"{'init_ms': 0.0, 'infer_ms': 26125.63, 'smooth_ms': 0.0, 'total_ms': 27992.52, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 26125.63, ""smooth_ms"": 0.0, ""total_ms"": 27992.52, ""cold_start"": false}",False,True,True,96,100.0,51,53.1,45,53.1,26.13,588.7,96,ok,False,ok
场景C 多路段复合拥堵,Sparse-LoRA★★,16.0,8,28.6,0.09,0.09,0.0,1487.28,0.0,1873.27,3360.64,"{'init_ms': 0.0, 'infer_ms': 1487.28, 'smooth_ms': 0.0, 'total_ms': 3360.64, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1487.28, ""smooth_ms"": 0.0, ""total_ms"": 3360.64, ""cold_start"": false}",False,True,True,9,9.4,9,9.4,87,9.4,1.49,544.6,96,ok,False,ok
场景C 多路段复合拥堵,Sparse-LoRA+GAT★★★,16.14,8,28.6,0.08,0.08,0.0,1489.65,0.0,1841.17,3330.9,"{'init_ms': 0.0, 'infer_ms': 1489.65, 'smooth_ms': 0.0, 'total_ms': 3330.9, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1489.65, ""smooth_ms"": 0.0, ""total_ms"": 3330.9, ""cold_start"": false}",False,True,True,9,9.4,46,47.9,50,47.9,1.49,544.6,96,ok,False,ok
场景D 中央核心节点封锁（强迫大范围绕行）,Dijkstra,8.0,8,26.7,0.08,0.08,0.0,0.0,0.0,1858.05,1858.14,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1858.14, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1858.14, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,0.0,536.5,96,ok,False,ok
场景D 中央核心节点封锁（强迫大范围绕行）,Rule-A*,17.6,8,46.7,0.08,0.08,0.0,0.0,0.0,2074.37,2074.46,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 2074.46, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 2074.46, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,490.4,96,ok,False,ok
场景D 中央核心节点封锁（强迫大范围绕行）,DQN,10.0,4,46.7,0.14,0.14,0.0,0.0,0.0,1757.23,1757.37,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1757.37, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1757.37, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,268.2,96,ok,False,ok
场景D 中央核心节点封锁（强迫大范围绕行）,GCN-Weight,15.95,8,46.7,0.08,0.08,0.0,0.0,0.0,2009.62,2009.7,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 2009.7, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 2009.7, ""cold_start"": false}",False,True,True,96,100.0,70,72.9,26,72.9,0.0,682.2,96,ok,False,ok
场景D 中央核心节点封锁（强迫大范围绕行）,Raw-Qwen,16.0,8,26.7,0.08,0.08,0.0,11210.03,0.0,1861.51,13071.62,"{'init_ms': 0.0, 'infer_ms': 11210.03, 'smooth_ms': 0.0, 'total_ms': 13071.62, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 11210.03, ""smooth_ms"": 0.0, ""total_ms"": 13071.62, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,11.21,536.5,96,ok,False,ok
场景D 中央核心节点封锁（强迫大范围绕行）,CoT-Qwen,16.0,8,33.3,0.08,0.08,0.0,5744.03,0.0,1889.83,7633.94,"{'init_ms': 0.0, 'infer_ms': 5744.03, 'smooth_ms': 0.0, 'total_ms': 7633.94, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 5744.03, ""smooth_ms"": 0.0, ""total_ms"": 7633.94, ""cold_start"": false}",False,True,True,3,3.1,3,3.1,93,3.1,5.74,536.5,96,ok,False,ok
场景D 中央核心节点封锁（强迫大范围绕行）,Qwen-LoRA★,16.0,8,26.7,0.08,0.08,0.0,10480.05,0.0,1901.47,12381.6,"{'init_ms': 0.0, 'infer_ms': 10480.05, 'smooth_ms': 0.0, 'total_ms': 12381.6, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 10480.05, ""smooth_ms"": 0.0, ""total_ms"": 12381.6, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,10.48,536.5,96,parse_failed_default_2.0,True,parse_failed_default_2.0
场景D 中央核心节点封锁（强迫大范围绕行）,LoRA+GAT★★,16.27,8,26.7,0.09,0.09,0.0,10499.38,0.0,1841.16,12340.64,"{'init_ms': 0.0, 'infer_ms': 10499.38, 'smooth_ms': 0.0, 'total_ms': 12340.64, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 10499.38, ""smooth_ms"": 0.0, ""total_ms"": 12340.64, ""cold_start"": false}",False,True,True,0,0.0,40,41.7,56,41.7,10.5,536.5,96,parse_failed_default_2.0,True,parse_failed_default_2.0
场景D 中央核心节点封锁（强迫大范围绕行）,R1-Raw,23.5,8,26.7,0.06,0.06,0.0,49589.79,0.0,1910.57,51500.42,"{'init_ms': 0.0, 'infer_ms': 49589.79, 'smooth_ms': 0.0, 'total_ms': 51500.42, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 49589.79, ""smooth_ms"": 0.0, ""total_ms"": 51500.42, ""cold_start"": false}",False,True,True,94,97.9,38,39.6,58,39.6,49.59,536.5,96,ok,False,ok
场景D 中央核心节点封锁（强迫大范围绕行）,R1-LoRA★,5.2,8,40.0,0.07,0.07,0.0,29575.74,0.0,1841.09,31416.9,"{'init_ms': 0.0, 'infer_ms': 29575.74, 'smooth_ms': 0.0, 'total_ms': 31416.9, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 29575.74, ""smooth_ms"": 0.0, ""total_ms"": 31416.9, ""cold_start"": false}",False,True,True,96,100.0,56,58.3,40,58.3,29.58,546.5,96,ok,False,ok
场景D 中央核心节点封锁（强迫大范围绕行）,Sparse-LoRA★★,16.0,8,86.7,0.08,0.08,0.0,1856.02,0.0,1892.03,3748.13,"{'init_ms': 0.0, 'infer_ms': 1856.02, 'smooth_ms': 0.0, 'total_ms': 3748.13, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1856.02, ""smooth_ms"": 0.0, ""total_ms"": 3748.13, ""cold_start"": false}",False,True,True,12,12.5,12,12.5,84,12.5,1.86,536.5,96,ok,False,ok
场景D 中央核心节点封锁（强迫大范围绕行）,Sparse-LoRA+GAT★★★,16.83,8,86.7,0.08,0.08,0.0,1865.09,0.0,1868.69,3733.86,"{'init_ms': 0.0, 'infer_ms': 1865.09, 'smooth_ms': 0.0, 'total_ms': 3733.86, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1865.09, ""smooth_ms"": 0.0, ""total_ms"": 3733.86, ""cold_start"": false}",False,True,True,12,12.5,62,64.6,34,64.6,1.87,490.4,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,Dijkstra,5.0,5,36.4,0.06,0.06,0.0,0.0,0.0,2144.87,2144.93,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 2144.93, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 2144.93, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,0.0,773.7,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,Rule-A*,21.2,8,72.7,0.07,0.07,0.0,0.0,0.0,1917.33,1917.41,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1917.41, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1917.41, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,454.6,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,DQN,33.7,15,72.7,0.07,0.07,0.0,0.0,0.0,2449.54,2449.61,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 2449.61, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 2449.61, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,889.0,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,GCN-Weight,17.45,6,72.7,0.06,0.06,0.0,0.0,0.0,1905.32,1905.38,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1905.38, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1905.38, ""cold_start"": false}",False,True,True,96,100.0,68,70.8,28,70.8,0.0,394.1,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,Raw-Qwen,10.0,5,36.4,0.06,0.06,0.0,6068.19,0.0,2028.43,8096.68,"{'init_ms': 0.0, 'infer_ms': 6068.19, 'smooth_ms': 0.0, 'total_ms': 8096.68, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 6068.19, ""smooth_ms"": 0.0, ""total_ms"": 8096.68, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,6.07,773.7,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,CoT-Qwen,10.0,5,36.4,0.06,0.06,0.0,3047.48,0.0,2065.91,5113.45,"{'init_ms': 0.0, 'infer_ms': 3047.48, 'smooth_ms': 0.0, 'total_ms': 5113.45, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 3047.48, ""smooth_ms"": 0.0, ""total_ms"": 5113.45, ""cold_start"": false}",False,True,True,3,3.1,3,3.1,93,3.1,3.05,773.7,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,Qwen-LoRA★,3.3,5,36.4,0.02,0.02,0.0,19208.92,0.0,2139.57,21348.52,"{'init_ms': 0.0, 'infer_ms': 19208.92, 'smooth_ms': 0.0, 'total_ms': 21348.52, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 19208.92, ""smooth_ms"": 0.0, ""total_ms"": 21348.52, ""cold_start"": false}",False,True,True,96,100.0,67,69.8,29,69.8,19.21,773.7,96,ok,False,ok
场景E 不对称方向拥堵（测试模型方向提取能力）,LoRA+GAT★★,4.61,5,36.4,0.02,0.02,0.0,19104.74,0.0,1968.46,21073.22,"{'init_ms': 0.0, 'infer_ms': 19104.74, 'smooth_ms': 0.0, 'total_ms': 21073.22, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 19104.74, ""smooth_ms"": 0.0, ""total_ms"": 21073.22, ""cold_start"": false}",False,True,True,96,100.0,84,87.5,12,87.5,19.1,773.7,96,ok,False,ok
