scenario,method,path_cost,path_len,constraint_rate,planning_ms,plan_ms,init_ms,infer_ms,smooth_ms,sim_ms,total_ms,timing_info,timing_info_json,cold_start,warm_start,warmup_excluded,parsed_edges,parsed_edge_ratio,signal_edges,signal_ratio,default_edges,coverage,time_s,sumo_time,total_edges
场景B 花园路封闭绕行,Sparse-LoRA★★,17.7,5,100.0,0.08,0.08,0.0,1156.25,0.0,2015.1,3171.43,"{'init_ms': 0.0, 'infer_ms': 1156.25, 'smooth_ms': 0.0, 'total_ms': 3171.43, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1156.25, ""smooth_ms"": 0.0, ""total_ms"": 3171.43, ""cold_start"": false}",False,True,True,8,8.3,8,8.3,88,8.3,1.16,708.4,96
场景B 花园路封闭绕行,R1-LoRA★,8.0,4,60.0,0.04,0.04,0.0,49147.57,0.0,2487.87,51635.48,"{'init_ms': 0.0, 'infer_ms': 49147.57, 'smooth_ms': 0.0, 'total_ms': 51635.48, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 49147.57, ""smooth_ms"": 0.0, ""total_ms"": 51635.48, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,49.15,1685.0,96
场景B 花园路封闭绕行,R1-Raw,8.0,4,60.0,0.04,0.04,0.0,13403.66,0.0,2742.84,16146.54,"{'init_ms': 0.0, 'infer_ms': 13403.66, 'smooth_ms': 0.0, 'total_ms': 16146.54, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 13403.66, ""smooth_ms"": 0.0, ""total_ms"": 16146.54, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,13.4,1685.0,96
场景B 花园路封闭绕行,Sparse-LoRA+GAT★★★,17.87,5,100.0,0.06,0.06,0.0,1144.92,0.0,1926.24,3071.22,"{'init_ms': 0.0, 'infer_ms': 1144.92, 'smooth_ms': 0.0, 'total_ms': 3071.22, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1144.92, ""smooth_ms"": 0.0, ""total_ms"": 3071.22, ""cold_start"": false}",False,True,True,8,8.3,62,64.6,34,64.6,1.14,708.4,96
场景C 多路段复合拥堵,Dijkstra,8.0,8,0.0,0.08,0.08,0.0,0.0,0.0,2006.45,2006.52,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 2006.52, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 2006.52, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,0.0,649.8,96
场景C 多路段复合拥堵,Rule-A*,17.2,8,28.6,0.07,0.07,0.0,0.0,0.0,1911.26,1911.33,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1911.33, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1911.33, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,544.6,96
场景C 多路段复合拥堵,DQN,41.6,20,28.6,,,,,,,,,,,,,96,,,,,89.8,0.0,1258.7,
场景C 多路段复合拥堵,GCN-Weight,14.75,8,28.6,,,,,,,,,,,,,96,,,,,98.0,0.0,533.6,
场景C 多路段复合拥堵,Raw-Qwen,16.0,8,0.0,0.08,0.08,0.0,5922.38,0.0,1948.88,7871.34,"{'init_ms': 0.0, 'infer_ms': 5922.38, 'smooth_ms': 0.0, 'total_ms': 7871.34, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 5922.38, ""smooth_ms"": 0.0, ""total_ms"": 7871.34, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,5.92,649.8,96
场景C 多路段复合拥堵,CoT-Qwen,16.0,8,0.0,0.08,0.08,0.0,4323.98,0.0,2002.65,6326.71,"{'init_ms': 0.0, 'infer_ms': 4323.98, 'smooth_ms': 0.0, 'total_ms': 6326.71, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 4323.98, ""smooth_ms"": 0.0, ""total_ms"": 6326.71, ""cold_start"": false}",False,True,True,3,3.1,3,3.1,93,3.1,4.32,588.7,96
场景C 多路段复合拥堵,Qwen-LoRA★,8.0,8,0.0,0.08,0.08,0.0,12157.91,0.0,2032.0,14190.0,"{'init_ms': 0.0, 'infer_ms': 12157.91, 'smooth_ms': 0.0, 'total_ms': 14190.0, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 12157.91, ""smooth_ms"": 0.0, ""total_ms"": 14190.0, ""cold_start"": false}",False,True,True,0,0.0,96,100.0,0,100.0,12.16,649.8,96
场景C 多路段复合拥堵,LoRA+GAT★★,8.88,8,0.0,0.09,0.09,0.0,12034.86,0.0,1953.87,13988.82,"{'init_ms': 0.0, 'infer_ms': 12034.86, 'smooth_ms': 0.0, 'total_ms': 13988.82, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 12034.86, ""smooth_ms"": 0.0, ""total_ms"": 13988.82, ""cold_start"": false}",False,True,True,0,0.0,96,100.0,0,100.0,12.03,544.6,96
场景C 多路段复合拥堵,Sparse-LoRA★★,16.0,8,28.6,0.08,0.08,0.0,1479.65,0.0,1870.55,3350.28,"{'init_ms': 0.0, 'infer_ms': 1479.65, 'smooth_ms': 0.0, 'total_ms': 3350.28, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1479.65, ""smooth_ms"": 0.0, ""total_ms"": 3350.28, ""cold_start"": false}",False,True,True,9,9.4,9,9.4,87,9.4,1.48,544.6,96
场景C 多路段复合拥堵,R1-LoRA★,16.0,8,0.0,0.08,0.08,0.0,35076.1,0.0,1896.16,36972.33,"{'init_ms': 0.0, 'infer_ms': 35076.1, 'smooth_ms': 0.0, 'total_ms': 36972.33, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 35076.1, ""smooth_ms"": 0.0, ""total_ms"": 36972.33, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,35.08,649.8,96
场景C 多路段复合拥堵,R1-Raw,16.0,8,0.0,0.08,0.08,0.0,23618.94,0.0,1963.89,25582.91,"{'init_ms': 0.0, 'infer_ms': 23618.94, 'smooth_ms': 0.0, 'total_ms': 25582.91, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 23618.94, ""smooth_ms"": 0.0, ""total_ms"": 25582.91, ""cold_start"": false}",False,True,True,89,92.7,0,0.0,96,0.0,23.62,649.8,96
场景C 多路段复合拥堵,Sparse-LoRA+GAT★★★,16.14,8,28.6,0.08,0.08,0.0,1486.77,0.0,1985.03,3471.88,"{'init_ms': 0.0, 'infer_ms': 1486.77, 'smooth_ms': 0.0, 'total_ms': 3471.88, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1486.77, ""smooth_ms"": 0.0, ""total_ms"": 3471.88, ""cold_start"": false}",False,True,True,9,9.4,46,47.9,50,47.9,1.49,544.6,96
场景D 中央核心节点封锁（强迫大范围绕行）,Dijkstra,8.0,8,26.7,0.08,0.08,0.0,0.0,0.0,1928.6,1928.68,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1928.68, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1928.68, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,0.0,536.5,96
场景D 中央核心节点封锁（强迫大范围绕行）,Rule-A*,17.6,8,46.7,0.08,0.08,0.0,0.0,0.0,1880.95,1881.03,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1881.03, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1881.03, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,490.4,96
场景D 中央核心节点封锁（强迫大范围绕行）,DQN,17.5,9,46.7,,,,,,,,,,,,,96,,,,,89.8,0.0,581.4,
场景D 中央核心节点封锁（强迫大范围绕行）,GCN-Weight,15.95,8,46.7,,,,,,,,,,,,,96,,,,,98.0,0.0,682.2,
场景D 中央核心节点封锁（强迫大范围绕行）,Raw-Qwen,16.0,8,26.7,0.08,0.08,0.0,9425.56,0.0,1838.24,11263.88,"{'init_ms': 0.0, 'infer_ms': 9425.56, 'smooth_ms': 0.0, 'total_ms': 11263.88, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 9425.56, ""smooth_ms"": 0.0, ""total_ms"": 11263.88, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,9.43,536.5,96
场景D 中央核心节点封锁（强迫大范围绕行）,CoT-Qwen,16.0,8,33.3,0.08,0.08,0.0,2547.17,0.0,1891.22,4438.46,"{'init_ms': 0.0, 'infer_ms': 2547.17, 'smooth_ms': 0.0, 'total_ms': 4438.46, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 2547.17, ""smooth_ms"": 0.0, ""total_ms"": 4438.46, ""cold_start"": false}",False,True,True,3,3.1,3,3.1,93,3.1,2.55,536.5,96
场景D 中央核心节点封锁（强迫大范围绕行）,Qwen-LoRA★,8.0,8,26.7,0.08,0.08,0.0,9342.02,0.0,1836.36,11178.46,"{'init_ms': 0.0, 'infer_ms': 9342.02, 'smooth_ms': 0.0, 'total_ms': 11178.46, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 9342.02, ""smooth_ms"": 0.0, ""total_ms"": 11178.46, ""cold_start"": false}",False,True,True,0,0.0,96,100.0,0,100.0,9.34,536.5,96
场景D 中央核心节点封锁（强迫大范围绕行）,LoRA+GAT★★,8.99,8,26.7,0.08,0.08,0.0,9319.08,0.0,1836.66,11155.83,"{'init_ms': 0.0, 'infer_ms': 9319.08, 'smooth_ms': 0.0, 'total_ms': 11155.83, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 9319.08, ""smooth_ms"": 0.0, ""total_ms"": 11155.83, ""cold_start"": false}",False,True,True,0,0.0,96,100.0,0,100.0,9.32,536.5,96
场景D 中央核心节点封锁（强迫大范围绕行）,R1-Raw,23.5,8,26.7,0.08,0.08,0.0,41105.3,0.0,1928.84,43034.22,"{'init_ms': 0.0, 'infer_ms': 41105.3, 'smooth_ms': 0.0, 'total_ms': 43034.22, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 41105.3, ""smooth_ms"": 0.0, ""total_ms"": 43034.22, ""cold_start"": false}",False,True,True,2,2.1,1,1.0,95,1.0,41.11,536.5,96
场景D 中央核心节点封锁（强迫大范围绕行）,R1-LoRA★,10.9,8,26.7,0.07,0.07,0.0,22883.6,0.0,1849.34,24733.02,"{'init_ms': 0.0, 'infer_ms': 22883.6, 'smooth_ms': 0.0, 'total_ms': 24733.02, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 22883.6, ""smooth_ms"": 0.0, ""total_ms"": 24733.02, ""cold_start"": false}",False,True,True,96,100.0,59,61.5,37,61.5,22.88,515.2,96
场景D 中央核心节点封锁（强迫大范围绕行）,Sparse-LoRA★★,16.0,8,86.7,0.08,0.08,0.0,1902.34,0.0,1988.96,3891.38,"{'init_ms': 0.0, 'infer_ms': 1902.34, 'smooth_ms': 0.0, 'total_ms': 3891.38, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1902.34, ""smooth_ms"": 0.0, ""total_ms"": 3891.38, ""cold_start"": false}",False,True,True,12,12.5,12,12.5,84,12.5,1.9,536.5,96
场景D 中央核心节点封锁（强迫大范围绕行）,Sparse-LoRA+GAT★★★,16.83,8,86.7,0.08,0.08,0.0,1865.15,0.0,1832.47,3697.69,"{'init_ms': 0.0, 'infer_ms': 1865.15, 'smooth_ms': 0.0, 'total_ms': 3697.69, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1865.15, ""smooth_ms"": 0.0, ""total_ms"": 3697.69, ""cold_start"": false}",False,True,True,12,12.5,62,64.6,34,64.6,1.87,490.4,96
场景E 不对称方向拥堵（测试模型方向提取能力）,Dijkstra,5.0,5,36.4,0.06,0.06,0.0,0.0,0.0,2091.24,2091.3,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 2091.3, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 2091.3, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,0.0,773.7,96
场景E 不对称方向拥堵（测试模型方向提取能力）,Rule-A*,21.2,8,72.7,0.07,0.07,0.0,0.0,0.0,1899.38,1899.45,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1899.45, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1899.45, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,454.6,96
场景E 不对称方向拥堵（测试模型方向提取能力）,DQN,33.7,15,72.7,,,,,,,,,,,,,96,,,,,89.8,0.0,889.0,
场景E 不对称方向拥堵（测试模型方向提取能力）,GCN-Weight,17.45,6,72.7,,,,,,,,,,,,,96,,,,,98.0,0.0,394.1,
场景E 不对称方向拥堵（测试模型方向提取能力）,Raw-Qwen,10.0,5,36.4,0.06,0.06,0.0,8177.68,0.0,1961.47,10139.21,"{'init_ms': 0.0, 'infer_ms': 8177.68, 'smooth_ms': 0.0, 'total_ms': 10139.21, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 8177.68, ""smooth_ms"": 0.0, ""total_ms"": 10139.21, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,8.18,773.7,96
场景E 不对称方向拥堵（测试模型方向提取能力）,CoT-Qwen,10.0,5,36.4,0.06,0.06,0.0,5829.05,0.0,2012.19,7841.29,"{'init_ms': 0.0, 'infer_ms': 5829.05, 'smooth_ms': 0.0, 'total_ms': 7841.29, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 5829.05, ""smooth_ms"": 0.0, ""total_ms"": 7841.29, ""cold_start"": false}",False,True,True,3,3.1,3,3.1,93,3.1,5.83,773.7,96
场景E 不对称方向拥堵（测试模型方向提取能力）,Qwen-LoRA★,3.6,5,36.4,0.02,0.02,0.0,19284.83,0.0,2016.01,21300.86,"{'init_ms': 0.0, 'infer_ms': 19284.83, 'smooth_ms': 0.0, 'total_ms': 21300.86, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 19284.83, ""smooth_ms"": 0.0, ""total_ms"": 21300.86, ""cold_start"": false}",False,True,True,96,100.0,68,70.8,28,70.8,19.28,773.7,96
场景E 不对称方向拥堵（测试模型方向提取能力）,LoRA+GAT★★,4.9,5,36.4,0.03,0.03,0.0,19288.42,0.0,2056.29,21344.74,"{'init_ms': 0.0, 'infer_ms': 19288.42, 'smooth_ms': 0.0, 'total_ms': 21344.74, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 19288.42, ""smooth_ms"": 0.0, ""total_ms"": 21344.74, ""cold_start"": false}",False,True,True,96,100.0,82,85.4,14,85.4,19.29,773.7,96
场景E 不对称方向拥堵（测试模型方向提取能力）,R1-Raw,10.0,5,36.4,0.06,0.06,0.0,15506.89,0.0,1963.47,17470.41,"{'init_ms': 0.0, 'infer_ms': 15506.89, 'smooth_ms': 0.0, 'total_ms': 17470.41, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 15506.89, ""smooth_ms"": 0.0, ""total_ms"": 17470.41, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,15.51,773.7,96
场景E 不对称方向拥堵（测试模型方向提取能力）,R1-LoRA★,10.0,5,36.4,0.06,0.06,0.0,49203.98,0.0,1958.19,51162.22,"{'init_ms': 0.0, 'infer_ms': 49203.98, 'smooth_ms': 0.0, 'total_ms': 51162.22, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 49203.98, ""smooth_ms"": 0.0, ""total_ms"": 51162.22, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,49.2,773.7,96
场景E 不对称方向拥堵（测试模型方向提取能力）,Sparse-LoRA★★,18.5,6,72.7,0.07,0.07,0.0,1304.1,0.0,1809.86,3114.03,"{'init_ms': 0.0, 'infer_ms': 1304.1, 'smooth_ms': 0.0, 'total_ms': 3114.03, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1304.1, ""smooth_ms"": 0.0, ""total_ms"": 3114.03, ""cold_start"": false}",False,True,True,12,12.5,12,12.5,84,12.5,1.3,394.1,96
场景E 不对称方向拥堵（测试模型方向提取能力）,Sparse-LoRA+GAT★★★,19.58,6,72.7,0.07,0.07,0.0,1314.56,0.0,1762.81,3077.44,"{'init_ms': 0.0, 'infer_ms': 1314.56, 'smooth_ms': 0.0, 'total_ms': 3077.44, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 1314.56, ""smooth_ms"": 0.0, ""total_ms"": 3077.44, ""cold_start"": false}",False,True,True,12,12.5,78,81.2,18,81.2,1.31,394.1,96
场景F 大规模复合灾害（极限压力测试）,Dijkstra,8.0,8,21.4,0.08,0.08,0.0,0.0,0.0,1841.28,1841.36,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1841.36, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1841.36, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,0.0,446.5,96
场景F 大规模复合灾害（极限压力测试）,Rule-A*,12.8,8,21.4,0.07,0.07,0.0,0.0,0.0,1839.98,1840.05,"{'init_ms': 0.0, 'infer_ms': 0.0, 'smooth_ms': 0.0, 'total_ms': 1840.05, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 0.0, ""smooth_ms"": 0.0, ""total_ms"": 1840.05, ""cold_start"": false}",False,True,True,96,100.0,88,91.7,8,91.7,0.0,446.5,96
场景F 大规模复合灾害（极限压力测试）,DQN,48.5,22,21.4,,,,,,,,,,,,,96,,,,,89.8,0.0,1456.5,
场景F 大规模复合灾害（极限压力测试）,GCN-Weight,15.95,8,21.4,,,,,,,,,,,,,96,,,,,98.0,0.0,682.2,
场景F 大规模复合灾害（极限压力测试）,Raw-Qwen,16.0,8,21.4,0.08,0.08,0.0,15384.94,0.0,1900.43,17285.44,"{'init_ms': 0.0, 'infer_ms': 15384.94, 'smooth_ms': 0.0, 'total_ms': 17285.44, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 15384.94, ""smooth_ms"": 0.0, ""total_ms"": 17285.44, ""cold_start"": false}",False,True,True,0,0.0,0,0.0,96,0.0,15.39,446.5,96
场景F 大规模复合灾害（极限压力测试）,CoT-Qwen,16.0,8,28.6,0.08,0.08,0.0,6644.81,0.0,1818.32,8463.21,"{'init_ms': 0.0, 'infer_ms': 6644.81, 'smooth_ms': 0.0, 'total_ms': 8463.21, 'cold_start': False}","{""init_ms"": 0.0, ""infer_ms"": 6644.81, ""smooth_ms"": 0.0, ""total_ms"": 8463.21, ""cold_start"": false}",False,True,True,3,3.1,3,3.1,93,3.1,6.64,446.5,96
